DRI Number,Project Name,Water Usage,County,Initial Info Form Submision Date,Cleaned Water Usage Data,Water Discharge Data,Cleaned Water Discharge Data,Contains 'data center'?,Current Status,Data Center?
3266,Union City Commerce Center,0.02 mgd,Fulton,2/26/2021,0.02,0.02 mgd,0.02,0,Completed,TBD
3265,"Atlas Organics CU06, LLC",No water data,Jackson,2/24/2021,No water data,No water data,No water data,0,Withdrawn,TBD
3264,"Atlas Organics CU06, LLC",.0007 mgd; possible increase of .0002 mgd during dry seasons,Jackson,2/24/2021,.0007,0.0007 mgd,0.0007,0,Completed,TBD
3260,Dawson Forest - SR 53 Tract,0.095 mgd,Dawson,2/19/2021,0.095,0.079 mgd,0.079,0,Completed,TBD
3259,Walden Park,No water data,Clayton,2/18/2021,No water data,No water data,No water data,0,Terminated,TBD
3258,Walden Park,No water data,Clayton,2/18/2021,No water data,No water data,No water data,0,Terminated,TBD
3257,Waldon Park,.2422 mdg,Clayton,2/18/2021,.2422 mdg,1.7 mdg,1.7 mdg,0,Completed,TBD
3256,Waldon Park,No water data,Clayton,2/18/2021,No water data,No water data,No water data,0,Terminated,TBD
3255,Accent Springs,0.10,Barrow,2/17/2021,0.10,0.09,0.09,0,Completed,TBD
3254,Tom Miller Road Project,0.157,Barrow,2/16/2021,0.157,0.157,0.157,0,Completed,TBD
3252,300 Marketplace,.5501,Henry,2/8/2021,.5501,0.5501,0.5501,0,Completed,TBD
3250,Midway Distribution Center,.015 mgd,Twiggs,2/3/2021,.015,"8,000 gpd","8,000 gpd",0,Completed,TBD
3249,Parker's Kitchen Ellabell,0.016 mgd,Bryan,2/3/2021,0.016,0.010 mgd,0.010,0,Completed,TBD
3248,Harmony Gee,.000095,Dawson,1/26/2021,.000095,.000095,.000095,0,Completed,TBD
3246,PROJECT OAK,0.036 mgd,Bartow,1/26/2021,0.036,0.0288 mgd,0.0288,0,Completed,TBD
3244,DG Development Partners LCC -Sardis Church Rd Truckstop,0.00438,Bibb,1/21/2021,0.00438,0.00438,0.00438,0,Completed,TBD
3240,Stanton Springs Master Plan,1 mgd,Morgan,1/20/2021,1,0.80 mgd,0.80,0,Completed,TBD
3239,Project Fortune,0.65,Jackson,2/24/2021,0.65,0.30,0.30,0,Completed,TBD
3237,Titan Readymix LLC,0.015--0.02 mgd,Walton,1/19/2021,0.015--0.02,0.00014 mgd,0.00014,0,Completed,TBD
3236,South Highway 41 Industrial Development,unknown,Gordon,1/13/2021,unknown,unknown,unknown,0,Completed,TBD
3235,Mayson Avenue Development,0.19 mgd - note there will be an estimated decrease from today with the manufacturing plant going of,Fulton,1/11/2021,0.19,0.19 mgd - - note there will be an estimated decrease from today with the manufacturing plant going off-line,0.19,0,Completed,TBD
3234,Dakota Commerce,0.031,Jackson,1/5/2021,0.031,0.030,0.030,0,Completed,TBD
3220,Oconee Mercantile,0.055 mgd,Oconee,1/4/2021,0.055,1.048 mgd,1.048,0,Completed,TBD
3219,Anguilla Mine,tbd,Glynn,12/16/2020,tbd,0,0,0,Completed,TBD
3216,Speedway Commerce Center,0270 mgd,Henry,12/14/2020,0270,0.142 mgd,0.142,0,Completed,TBD
3215,"Mayfield Natural Resources, LLC",".02 -.03 mgd (20,000 - 30,000 gallons)",Hancock,12/8/2020,.02 -.03,.0003 mgd (300 gallons),.0003,0,Completed,TBD
3214,BLACKHALL STUDIOS ATLANTA - PHASE II,0.0067 mgd,DeKalb,12/1/2020,0.0067,0.0067 mgd,0.0067,0,Completed,TBD
3213,Kilburn/Gravel Springs Road,.025 mgd,Gwinnett,11/23/2020,.025,.025 mgd,.025,0,Completed,TBD
3212,City of Flowery Branch WRF Expansion,No water data,Hall,11/20/2020,No water data,No water data,No water data,0,Completed,TBD
3208,Read Holdings Waste Transfer @ Beaver Ruin Road,.000083,Gwinnett,11/19/2020,.000083,.000083,.000083,0,Completed,TBD
3207,Inland Pass: A Planned Mixed Use Development,0.232279 mgd,Gwinnett,11/18/2020,0.232279,0.197437 mgd,0.197437,0,Completed,TBD
3206,Chosewood Development,"300,000",Fulton,11/16/2020,"300,000","283,200","283,200",0,Completed,TBD
3205,Homestead,0.3025,Clarke,11/16/2020,0.3025,0.3025,0.3025,0,Completed,TBD
3204,General Time,0.06999,Clarke,11/16/2020,0.06999,0.06999,0.06999,0,Completed,TBD
3202,Palmetto Downs,0.258,Fulton,12/16/2020,0.258,0.258,0.258,0,Completed,TBD
3201,Seaboard Golden Isles Parkway Inert Landfill,500 gpd,Glynn,11/11/2020,500 gpd,500 gpd,500 gpd,0,Completed,TBD
3200,Project falcon,No water data,Hall,11/10/2020,No water data,No water data,No water data,0,Completed,TBD
3198,Gordon Road Project  f/k/a Saturday Tract,.187 mgd,Coweta,11/5/2020,.187,No water data,No water data,0,Completed,TBD
3197,The Stiles (planned unit development),0.2 mgd,Bartow,10/30/2020,0.2,0.2 mgd,0.2,0,Completed,TBD
3196,Tussahaw Quarry,developer estimates .1 mgd,Butts,10/30/2020,developer estimates .1,developer estimates .00025 mgd,developer estimates .00025,0,Completed,TBD
3192,Oconee Connector Center,0.072 mgd,Oconee,10/29/2020,0.072,0.072 mgd,0.072,0,Completed,TBD
3188,Project Cobra,0.03 mgd,Troup,10/27/2020,0.03,0.07,0.07,0,Completed,TBD
3187,Terry's Truck Parking & Storage,No water data,Bibb,10/27/2020,No water data,No water data,No water data,0,Completed,TBD
3186,Cedar Grove Villages,No water data,Fulton,10/27/2020,No water data,No water data,No water data,0,Withdrawn,TBD
3182,Dawson Forest-SR 53 Tract,0.039 mgd,Dawson,10/22/2020,0.039,0.033 mgd,0.033,0,Completed,TBD
3180,Dawson Forest Subdivision,No water data,Dawson,10/22/2020,No water data,No water data,No water data,0,Completed,TBD
3179,Woodland Creek,0.25 mgd,Paulding,10/21/2020,0.25,0.23 mgd,0.23,0,Completed,TBD
3178,Heritage on the Lake,0.35 mgd,Gwinnett,10/21/2020,0.35,0.35 mgd,0.35,0,Completed,TBD
3175,Rockingham Business and Industrial Park,1.105 mgd,Chatham,10/13/2020,1.105,0.105 mgd,0.105,0,Completed,TBD
3174,Georgia Highway 9 Subdivision,0.032007,Dawson,10/6/2020,0.032007,0.04935,0.04935,0,Completed,TBD
3172,Jones Petroleum Travel Center Social Circle,0.033 mgd,Newton,10/5/2020,0.033,0.033 mgd,0.033,0,Completed,TBD
3171,Gate 6 Office Complex,+/- 0.098 mgd,Columbia,10/2/2020,+/- 0.098,+/- 0.098 mgd,+/- 0.098,0,Completed,TBD
3169,Circle 75,0.30 mgd,Cobb,10/5/2020,0.30,0.25 mgpd,0.25,0,Completed,TBD
3167,The Oaks at Dawson,.183 mgd,Dawson,9/29/2020,.183,0.183 mgd,0.183,0,Completed,TBD
3166,JCB Industrial Property,0.018 mgd,Chatham,9/22/2020,0.018,0.018 mgd,0.018,0,Completed,TBD
3162,Qtrip,"6,000",Monroe,9/18/2020,"6,000","4,000","4,000",0,Completed,TBD
3161,BARTOW TRANSWESTERN INDUSTRIAL PARK,0.012,Bartow,9/18/2020,0.012,0.012,0.012,0,Completed,TBD
3160,Southeast Data Center campus,0.0175,Fayette,9/16/2020,0.0175,0.0175,0.0175,1,Completed,TBD
3157,QTrip,"6,000",Forsyth,9/16/2020,"6,000","4,000","4,000",0,Terminated,TBD
3156,Bragg Tract,0.17mgd,Chatham,9/8/2020,0.17mgd,0.17mgd,0.17mgd,0,Completed,TBD
3153,CA Ventures Falcon Parkway,.001 mgd,Hall,9/4/2020,.001,.21 mgd,.21,0,Completed,TBD
3151,U.S. Highway 80 North Bryan County Industrial Tracts,+- 0.210 mgd,Bryan,9/1/2020,+- 0.210,+/- 0.210 mgd,+/- 0.210,0,Completed,TBD
3147,Flemington Village Expansion,0.21 mgd,Liberty,7/21/2020,0.21,0.21 mgd,0.21,0,Completed,TBD
3146,Dawson Village,0.45 mgd,Dawson,7/17/2020,0.45,0.40 mgd,0.40,0,Completed,TBD
3144,Westfield Village,0.1866,Newton,7/17/2020,0.1866,0.1866,0.1866,0,Completed,TBD
3141,Jesse Cronic Road Tract,.126 mgd,Jackson,7/13/2020,.126,.126 mgd,.126,0,Completed,TBD
3136,2400 Lexington Road,0.121,Clarke,7/9/2020,0.121,0.121,0.121,0,Completed,TBD
3134,Love's Truck Stops & Country Stores,.01 mgd,Effingham,7/8/2020,.01,.01 mgd,.01,0,Completed,TBD
3133,Lake Hearn,0.1 mgd (average),DeKalb,7/10/2020,0.1,"0.1 (mgd) avg, 2.5 mgd (peak)",0.1 (,0,Completed,TBD
3132,YELLOWSTONE LLC REZONING APPLICATION FOR MINING,No water data,Bartow,7/6/2020,No water data,No water data,No water data,0,Completed,TBD
3131,GT Technology Enterprise Park,0.50 mgd,Fulton,7/6/2020,0.50,0.40 mgd,0.40,0,Completed,TBD
3130,Old Augusta Industrial Park,0.075,Effingham,7/6/2020,0.075,0.075,0.075,0,Completed,TBD
3129,Cumberland Mall,0.247 mgd,Cobb,7/1/2020,0.247,0.205 mgd,0.205,0,Completed,TBD
3127,Cumberland Inlet,0.538 mgd,Camden,7/1/2020,0.538,0.457 mgd,0.457,0,Completed,TBD
3126,Gibbs Nation Semi and Rv Station Truck Stop,.000055,Jones,6/25/2020,.000055,.000055,.000055,0,Completed,TBD
3125,High River,.10,Gilmer,6/26/2020,.10,No water data,No water data,0,Completed,TBD
3124,Baldwin Village,.2mgd,Habersham,6/10/2020,.2mgd,.2 mgd,.2,0,Completed,TBD
3123,Baldwin Village,No water data,Baldwin,6/10/2020,No water data,No water data,No water data,0,Withdrawn,TBD
3121,Stone Tract,0.2 mgd,Barrow,6/9/2020,0.2,0.2 mgd,0.2,0,Completed,TBD
3120,Tillery park,0.229 +/-,Columbia,6/9/2020,0.229 +/-,0.153 +/-,0.153 +/-,0,Terminated,TBD
3119,Thorton Business park,"100,000 gdp",Cobb,5/28/2020,"100,000 gdp","100,000 gdp","100,000 gdp",0,Completed,TBD
3115,Green Rock Quarry,0.0001 mgd,Carroll,5/28/2020,0.0001,0.0001 mgd,0.0001,0,Completed,TBD
3114,Woodland Hills Subdivision,0.2 mgd,Harris,5/20/2020,0.2,0.2 mgd,0.2,0,DRI Determination Made,TBD
3110,Bloomingdale Industrial Park,No water data,Chatham,5/18/2020,No water data,No water data,No water data,0,Completed,TBD
3109,Quiktrip #7136,not known,Glynn,5/5/2020,not known,not known,not known,0,Completed,TBD
3105,Cedar Shoals Mixed-Use,1.02 mgd,Newton,7/6/2020,1.02,1.0 mgd,1.0,0,Completed,TBD
3103,Thomas Concrete,.01 mgd,Cherokee,4/21/2020,.01,.0003 mgd,.0003,0,Completed,TBD
3102,Scott Road Development,0.10 mgd,Putnam,4/20/2020,0.10,0.10 mgd,0.10,0,Completed,TBD
3098,Thomas Concrete Recycling,No water data,Cobb,4/17/2020,No water data,No water data,No water data,0,Withdrawn,TBD
3097,Bolton Mixed Use,0.36 mgd,Fulton,4/14/2020,0.36,0.30 mgd,0.30,0,Completed,TBD
3096,Chappell Road,0.21 mgd,Fulton,4/15/2020,0.21,0.18 mgd,0.18,0,Completed,TBD
3095,Riverview Site,<1 mgd,Douglas,4/6/2020,<1,<1 mgd,<1,0,Completed,TBD
3094,1020 Spring Street,0.36 mgd,Fulton,4/3/2020,0.36,0.30 mgd,0.30,0,Completed,TBD
3092,Kelly Tract,+/- 0.042 mgd,Bryan,4/1/2020,+/- 0.042,+/- 0.042 mgd,+/- 0.042,0,Completed,TBD
3090,The Preserve,.214 mgd,Douglas,3/24/2020,.214,.209 mgd,.209,0,Completed,TBD
3089,Haggard Road Industrial,.025 mgd,Jackson,3/20/2020,.025,.025 mgd,.025,0,Completed,TBD
3088,Unnamed (at this time),No water data,Thomas,3/18/2020,No water data,No water data,No water data,0,Initial Form Submitted,TBD
3085,Northwoods,0.228,Gwinnett,3/11/2020,0.228,0.190,0.190,0,Completed,TBD
3084,Greenpoint,0.7 mgd,Columbia,3/4/2020,0.7,0.55 mgd,0.55,0,Completed,TBD
3083,Gainesville 85 Business Park,1.1 mgd,Hall,3/9/2020,1.1,1.04 mgd,1.04,0,Completed,TBD
3082,Bana 85 Commerce Center,"150,000 gpd",Jackson,2/17/2020,"150,000 gpd","150,000 gpd","150,000 gpd",0,Completed,TBD
3080,Riverside West Business Park,"125,000",Douglas,2/13/2020,"125,000","125,000","125,000",0,Completed,TBD
3078,Baldwin Cherokee County Asphalt Plant Site,1 mgd,Cherokee,2/11/2020,1,1 mgd,1,0,Completed,TBD
3077,MFT Braselton Highway Tract,"170,000",Gwinnett,2/11/2020,"170,000",0.171,0.171,0,Completed,TBD
3075,International Parkway Phase II,0.06 mgd,Bartow,2/10/2020,0.06,0.05 mgd,0.05,0,Completed,TBD
3073,Gillem Logistics Center,0.71 mgd,Clayton,3/18/2020,0.71,0.050 mgd,0.050,0,Completed,TBD
3072,IDI Douglasville,"100,0 gdp",Douglas,1/31/2020,"100,0 gdp","100,000 gdp","100,000 gdp",0,Completed,TBD
3069,Seefried Industrial Properties,"20,000 gallons per day",Coweta,1/31/2020,"20,000 gallons per day","20,000 gallons per day","20,000 gallons per day",0,Completed,TBD
3068,Hubbard Road,No water data,Muscogee,1/30/2020,No water data,No water data,No water data,0,Initial Form Submitted,TBD
3065,White Oak-Lot D1,0.0345,Columbia,1/27/2020,0.0345,0.0288,0.0288,0,Completed,TBD
3063,"College Park ""Airport City""",.79 mgd,Fulton,1/22/2020,.79,.66 mgd,.66,0,Completed,TBD
3061,Wastewater Treatment Facility Expansion,0.005,Jackson,1/21/2020,0.005,city plans to build a 1 mgd facility,city plans to build a 1,0,Completed,TBD
3060,Savannah Arena,estimated useage of event days is 0.0465mgd and 0.012mgd on non-event days,Chatham,1/16/2020,estimated useage of event days is 0.0465mgd and 0.012mgd on non-event days,estimated useage of event days is 0.0465mgd and 0.012mgd on non-event days,estimated useage of event days is 0.0465mgd and 0.012mgd on non-event days,0,Completed,TBD
3057,Buford Commerce Park,"16,075 gpd",Hall,1/22/2020,"16,075 gpd","16,075 gpd","16,075 gpd",0,Completed,TBD
3056,QuikTrip 7137,No water data,Chatham,1/13/2020,No water data,No water data,No water data,0,Completed,TBD
3054,Distribution Center of LIDL Georgia,0.07 mgd,Newton,1/10/2020,0.07,0.03 mgd,0.03,0,Completed,TBD
3053,TimberVest-Senoia,No water data,Coweta,1/9/2020,No water data,No water data,No water data,0,Withdrawn,TBD
3051,Saturday Tract,No water data,Coweta,1/9/2020,No water data,No water data,No water data,0,Withdrawn,TBD
3050,Woodward Mill Road Tract,0.159 mgd,Gwinnett,1/8/2020,0.159,0.132 mgd,0.132,0,Completed,TBD
3049,Garden Lakes,"373,260",Henry,1/6/2020,"373,260","397,250","397,250",0,Completed,TBD
3046,Braselton Highway Mixed-use Development,0.096 mgd,Barrow,12/27/2019,0.096,0.1215 mgd,0.1215,0,Completed,TBD
3045,Main Gate Logistics,No water data,Chatham,12/13/2019,No water data,No water data,No water data,0,Completed,TBD
3042,Green Meadows Solid Waste Disposal & Recycling Facility,"less than 1,000 gallons per day (0.001 mgd)",Screven,12/12/2019,"less than 1,000 gallons per day (0.001",No water data,No water data,0,Completed,TBD
3040,Emerson Logistics,No water data,Bartow,12/6/2019,No water data,No water data,No water data,0,Completed,TBD
3039,Mt. Zion & Richardson,".044 mgd = (886,600 sf * 0.05gpd/sf)",Clayton,12/3/2019,.044,".044 mgd = (886,600 sf * 0.05gpd/sf)",.044,0,Completed,TBD
3038,Downtown Re-Development,0.25 mgpd,Walton,12/3/2019,0.25,0.22 mgpd,0.22,0,Completed,TBD
3037,Celebration Village Age in Place Retirement Community,0.05346,Oconee,11/26/2019,0.05346,.05798,.05798,0,Completed,TBD
3036,Hwy 247- Allen Rd Convenience Store,.000048,Bibb,1/16/2020,.000048,.00025,.00025,0,Completed,TBD
3035,25.36 acres on Lumpkin Campground Road,.0318 mgd,Dawson,11/15/2019,.0318,.0318 mgd,.0318,0,Completed,TBD
3033,The Grove at Towne Center,"128,838 average gpd",Gwinnett,11/12/2019,"128,838 average gpd","128,838 gpd","128,838 gpd",0,Completed,TBD
3032,Oakmont,0.01354 mgd,Cobb,11/19/2019,0.01354,0.011775 mgd,0.011775,0,Completed,TBD
3031,Kilough-400 Tract,0.149 mgd,Dawson,11/8/2019,0.149,0.124,0.124,0,Completed,TBD
3030,The Works,0.37 mgd,Fulton,11/7/2019,0.37,0.31 mgd,0.31,0,Completed,TBD
3029,McDonald Development Company,0.0654,Forsyth,11/8/2019,0.0654,0.0428,0.0428,0,Completed,TBD
3027,Bright Star Connector,0.15 mgd,Douglas,11/6/2019,0.15,0.15 mgd,0.15,0,Completed,TBD
3023,Commerce Point,No water data,Jackson,11/1/2019,No water data,No water data,No water data,0,Terminated,TBD
3020,Palmetto Site,0.046,Fulton,11/1/2019,0.046,0.055,0.055,0,Completed,TBD
3018,Dawson Forest Rd. Multi-Use Project,No water data,Dawson,10/29/2019,No water data,No water data,No water data,0,Withdrawn,TBD
3017,The Preserve at Grove Creek,No water data,Banks,10/29/2019,No water data,No water data,No water data,0,Withdrawn,TBD
3015,Quick Trip Travel Center,No water data,Lowndes,10/28/2019,No water data,No water data,No water data,0,Completed,TBD
3013,Southern Ready-Mix Plant,0.02 mgd,Henry,10/24/2019,0.02,0.0005 mgd,0.0005,0,Completed,TBD
3011,Hampton Ready Mix Concrete Plant and Gasoline Station,No water data,Henry,10/3/2019,No water data,No water data,No water data,0,Terminated,TBD
3009,Big Creek Asphalt Plant,0.0002,Forsyth,9/27/2019,0.0002,0.0002,0.0002,0,Completed,TBD
3008,Logistics 16 at Ottawa Farms,0.031 mgd,Chatham,9/24/2019,0.031,0.031 mgd,0.031,0,Completed,TBD
3005,Wolf Creek WPCP Expansion,0.0005,Jones,9/23/2019,0.0005,not applicable,not applicable,0,Completed,TBD
3004,Love's Travel Stops & Country Stores,.01 mgd,Dougherty,9/19/2019,.01,.01 mgd,.01,0,Additional Form Submitted,TBD
3003,IDI - Northwest Business Center,.0125,Bartow,9/12/2019,.0125,.0125,.0125,0,Completed,TBD
3002,Iron Mountain Park,0.050,Lumpkin,9/12/2019,0.050,0.050,0.050,0,Completed,TBD
3000,Fall Leaf Residential,"300 gal x 150 units = 4,500",Dawson,9/12/2019,"300 gal x 150 units = 4,500","227 gpd x 150 units = 34,050","227 gpd x 150 units = 34,050",0,Completed,TBD
2999,"Reymac Investments, LLC",0.010,Forsyth,9/17/2019,0.010,0.000200,0.000200,0,Completed,TBD
2998,Fowler Flemister Concrete Plant,0.004-0.006 mgd,Walton,8/30/2019,0.004-0.006,0.0005-0.0007 mgd,0.0005-0.0007,0,Completed,TBD
2996,Reeves Creek,0.79,Henry,8/28/2019,0.79,0.69,0.69,0,Completed,TBD
2993,Quarry Yards,0.25 mgd,Fulton,8/26/2019,0.25,2.35 mgd,2.35,0,Completed,TBD
2991,99-125 Ted Turner Drive,0.20 mgd,Fulton,8/28/2019,0.20,0.16 mgd,0.16,0,Completed,TBD
2990,Boling Tract,0.10 mgd,Forsyth,8/13/2019,0.10,0.10 mgd,0.10,0,Completed,TBD
2987,Galloway Tract,+/- 0.175,Columbia,7/19/2019,+/- 0.175,+/- 0.101,+/- 0.101,0,Completed,TBD
2986,Vulcan Materials hwy 140 project,No water data,Bartow,7/15/2019,No water data,No water data,No water data,0,Completed,TBD
2984,Travel Center of America Stopping Center,.0056,Bulloch,7/10/2019,.0056,.0056,.0056,0,Completed,TBD
2983,Rock Quarry -- 2019,less than a million per day,Douglas,6/27/2019,less than a million per day,less than million,less than million,0,Completed,TBD
2982,River Park,"207,825",Butts,6/28/2019,"207,825","207,825","207,825",0,Completed,TBD
2980,"Georgia Stone Products, LLC - Ready-mix concrete plant",No water data,Forsyth,6/26/2019,No water data,No water data,No water data,0,Completed,TBD
2979,"Georgia Stone Products, LLC - Mine expansion/industrial park",0.0928 mgd,Forsyth,6/26/2019,0.0928,0.046250 mgd; mine site to remain on septic,0.046250,0,Completed,TBD
2978,LANIER OIL TRUCK STOP,0.003 mgp,Dougherty,6/11/2019,0.003 mgp,0.003 mgp,0.003 mgp,0,Additional Form Submitted,TBD
2977,"SWAMI PM, LLC TRUCK STOP",No water data,Dougherty,6/11/2019,No water data,No water data,No water data,0,Initial Form Submitted,TBD
2976,BTD - 702 Lumpkin Campground Road,0.04 mgd,Dawson,6/11/2019,0.04,0.03 mgd,0.03,0,Completed,TBD
2974,Love's Travel Stops and Country Stores,0.012 mgd,Crisp,6/6/2019,0.012,0.010 mgd,0.010,0,DRI Determination Made,TBD
2973,Dean Forest Rd Asphalt Plant,No water data,Chatham,6/6/2019,No water data,No water data,No water data,0,Completed,TBD
2966,Dean Forest Logistics Park,No water data,Chatham,5/16/2019,No water data,No water data,No water data,0,Completed,TBD
2965,Dean Forest Logistics Park,No water data,Chatham,5/16/2019,No water data,No water data,No water data,0,Withdrawn,TBD
2964,Austell Site,0.0145 mgd,Cobb,5/10/2019,0.0145,0.012 mgd,0.012,0,Completed,TBD
2963,Ozora Road Solid Waste Transfer Station,No water data,Gwinnett,5/7/2019,No water data,No water data,No water data,0,Terminated,TBD
2962,Emory at Executive Park,0.51 mgd,DeKalb,5/6/2019,0.51,0.42 mgd,0.42,0,Completed,TBD
2961,Lithonia Distribution Center,0.0070mgd,DeKalb,5/6/2019,0.0070mgd,0.055mgd,0.055mgd,0,Completed,TBD
2959,Southern Ready Mix,"15,000 gallons per day",Monroe,5/3/2019,"15,000 gallons per day",100 tons year,100 tons year,0,Completed,TBD
2958,Braselton Circuit,<1m,Jackson,5/2/2019,<1m,<1m,<1m,0,Completed,TBD
2955,Penler Dawsonville,0.072 million gallons per day,Dawson,4/25/2019,0.072 million gallons per day,0.0648 million gallons per day,0.0648 million gallons per day,0,Completed,TBD
2951,Fountainhead Development Hwy 124,.0133,Jackson,4/22/2019,.0133,.0133,.0133,0,Completed,TBD
2949,AU Medical Center,+/- 0.097 mgd,Columbia,4/19/2019,+/- 0.097,+/- 0.003 mgd (hospital only),+/- 0.003,0,Completed,TBD
2945,The Exchange @ Gwinnett,0.36 mgd,Gwinnett,4/16/2019,0.36,0.36 mgd,0.36,0,Completed,TBD
2944,Dawson Forest Planned Community,varies with development,Dawson,4/13/2019,varies with development,varies with development,varies with development,0,Completed,TBD
2943,Love's Travel Stops,.015 mgd,Bryan,4/12/2019,.015,.015 mgd,.015,0,Completed,TBD
2940,White Oak Business Park Expansion,unknown,Columbia,4/12/2019,unknown,unknown at this time,unknown at this time,0,Terminated,TBD
2939,Gardner 42 Expansion,0.080 mgp,Henry,4/10/2019,0.080 mgp,0.050 mgd,0.050,0,Completed,TBD
2938,Sugar Hill Distribution Center,.0145 mgd,Gwinnett,4/10/2019,.0145,.012 mgd,.012,0,Completed,TBD
2937,Vulcan Materials hwy 140 project,0.02 mgd,Bartow,4/9/2019,0.02,0.0001 mgd,0.0001,0,Withdrawn,TBD
2936,Busch Commerce Park,0.8175,Bartow,4/17/2019,0.8175,0.8175,0.8175,0,Completed,TBD
2935,Southern Readymix,0.02 mgd,Coweta,4/8/2019,0.02,.0001 mgd,.0001,0,Completed,TBD
2934,Huber Street Ready-Mix Concrete Plant,8-10 million gallons/year (3 million from city of atlanta water),Fulton,4/8/2019,8-10 million gallons/year (3 million from city of atlanta water),<0.1 mgd,<0.1,0,Completed,TBD
2931,M LYDER LOGISTICS INC,minimal,Monroe,5/22/2019,minimal,No water data,No water data,0,Completed,TBD
2930,PROJECT X,0.061 mgd,Monroe,4/2/2019,0.061,0.008 mgd,0.008,0,Completed,TBD
2929,Marietta Boulevard Mixed Use,0.208 mgd,Fulton,4/1/2019,0.208,0.173 mgd,0.173,0,Completed,TBD
2928,Evans Concrete Plant,No water data,Liberty,3/28/2019,No water data,No water data,No water data,0,Completed,TBD
2927,Evans Concrete Plant,No water data,Liberty,3/28/2019,No water data,No water data,No water data,0,Completed,TBD
2926,Fairburn Travel Center,$0,Fulton,3/25/2019,$0,No water data,No water data,0,Completed,TBD
2921,270 Tallassee Road,0.15345 mgd,Clarke,3/21/2019,0.15345,0.15345 mgd,0.15345,0,Completed,TBD
2920,CIRCLE K,0 mgd,Bibb,3/14/2019,0,0 mgd,0,0,Completed,TBD
2919,Reames Concrete,No water data,Monroe,3/14/2019,No water data,No water data,No water data,0,Withdrawn,TBD
2918,Reames Concrete,"15,000-20,000 gallons per day",Monroe,3/13/2019,"15,000-20,000 gallons per day",140 gallons per day,140 gallons per day,0,Completed,TBD
